27,MAHARASHTRA                                       ,2708,WARDHA                                            ,2012-13,700,314,3,0,9,9,1,0,72,57,4,0,70,25,104,0,635,308,2,0,1,8,0,0,25,23,1,0,54,13,82,0,68,0,1,0,1,0,6,76,10,0,0,0,0,0,0,10,0,0,0,0,99.48,100,100,0,100,100,94.29,99.27,779,375,8,0,79,35,105,1381,183,0,0,0,0,0,0,183,283,46,0,0,3,1,6,339,577,32,0,0,1,1,5,616,43,6,0,0,0,1,0,66,47,0,0,2,1,1,2209,2252,109,0,630,428,524,0,1993,2030,109,0,595,428,519,0,103,134,0,0,33,2,16,0,139,129,0,0,53,22,51,0,290,219,33,0,148,132,153,0,96.86,96.11,33.33,0,88.46,60,83.5,96.59,95.21,33.33,0,85.9,60,85.44,30061,28846,26462,25015,5532,5610,4166,6574,2048,2264,2176,5018,10838,17639,2015,1858,339,268,263,202,290,233,355,232,7,4,1,0,0,1,0,0,96.88,99.47,100,0,88.31,100,88,759,369,8,0,79,35,105,45,227,8,0,75,32,102,687,305,0,0,8,3,1,686,311,3,0,7,7,1,766,372,8,0,79,34,104,139,159,139,22,228,230
27,MAHARASHTRA                                       ,2706,WASHIM                                            ,2012-13,488,367,1,0,12,8,11,0,54,64,0,0,101,12,77,0,453,356,1,0,6,7,8,0,25,23,0,0,87,3,55,0,30,1,0,0,1,0,4,36,5,0,0,0,0,0,0,5,0,0,0,0,99.81,100,100,0,97.3,100,100,99.66,533,428,1,0,113,20,88,1183,72,0,0,0,0,0,0,72,282,131,0,0,29,1,28,471,310,19,0,0,0,0,4,333,38,12,0,0,0,1,5,282,213,0,0,5,0,2,1613,2687,8,0,700,199,387,0,1352,2327,6,0,605,187,332,0,131,165,0,0,45,0,34,0,182,248,2,0,105,8,75,0,497,548,4,0,454,90,192,0,96.79,96.4,100,0,90.91,37.5,81.33,96.79,96.14,100,0,91.92,37.5,77.33,38811,37606,32931,30406,6225,6185,9373,13298,1525,1808,1892,5906,22661,31403,1509,1363,58,82,180,172,386,186,515,406,0,0,0,0,0,0,0,0,91.39,96.05,100,0,79.82,100,78.05,465,416,1,0,105,20,77,58,277,1,0,100,16,68,476,351,0,0,10,1,4,473,351,1,0,10,7,2,529,425,1,0,112,20,87,322,302,279,96,231,231
27,MAHARASHTRA                                       ,2714,YAVATMAL                                          ,2012-13,1342,990,8,0,16,30,39,0,137,95,7,0,140,26,147,0,1309,910,8,,11,28,32,0,85,55,2,0,110,15,118,0,62,1,0,0,3,0,4,70,58,0,0,0,0,0,0,58,0,0,0,0,99.52,99.81,100,0,98.01,100,99.45,99.56,1456,1071,15,0,156,56,186,2940,1522,0,0,0,0,0,0,1522,756,241,0,0,17,5,39,1058,1051,37,1,0,1,1,1,1092,225,29,0,0,3,6,10,576,501,0,0,7,5,11,3800,6902,170,0,1009,502,874,0,3330,5973,162,0,1051,485,864,0,222,421,0,0,30,0,18,0,326,593,8,0,40,25,75,0,338,495,68,0,234,113,181,0,96.22,95.83,87.5,0,72.34,53.33,69.28,96.73,96.02,87.5,0,81.56,50,79.52,91488,87713,71576,66924,35019,34243,22513,31261,6160,7041,5401,16118,50609,58594,8489,8054,875,658,1748,1430,1940,1461,1666,1580,3,0,0,0,0,0,0,0,82.57,91.11,100,0,95.3,92.86,84.48,943,952,15,0,151,56,168,125,531,15,0,147,52,164,1314,955,1,0,13,10,28,1309,951,4,0,15,22,29,1400,1075,15,0,155,55,183,719,535,610,230,224,228
14,MANIPUR                                           ,1404,BISHNUPUR                                         ,2012-13,127,46,0,2,2,15,12,0,43,42,1,4,0,45,4,0,93,31,0,1,0,9,4,0,34,30,1,3,0,17,1,0,11,0,0,0,0,0,0,11,12,1,0,0,0,0,0,13,0,0,0,0,98.24,97.83,100,66.67,100,100,100,97.98,162,90,1,6,2,61,16,338,383,96,0,0,0,0,0,479,25,7,0,1,0,1,1,35,105,14,0,2,0,1,6,128,44,0,0,2,0,0,0,46,23,0,0,1,10,8,506,644,11,19,9,662,57,0,122,271,11,9,7,476,4,0,194,221,0,8,4,140,52,0,173,172,0,4,2,151,36,0,25,95,4,4,10,219,60,0,73.13,100,0,66.67,50,100,86.67,73.13,100,0,66.67,50,100,93.33,5668,6060,2333,2574,0,0,1030,1505,198,177,230,240,2571,4047,204,197,0,0,204,197,0,0,0,0,0,4,0,0,0,1,0,0,55.29,55.43,100,60,100,78.69,84.62,17,45,1,3,2,53,9,2,40,1,1,2,52,12,83,46,0,0,2,15,12,83,46,0,0,1,15,12,168,90,1,6,2,61,16,72,42,39,18,210,219
14,MANIPUR                                           ,1409,CHANDEL                                           ,2012-13,222,16,2,0,1,14,1,0,42,24,3,2,0,19,1,0,222,16,1,0,0,14,1,0,40,19,3,2,0,13,1,0,20,0,0,0,0,0,0,20,15,0,0,0,0,0,0,15,0,0,0,0,89.02,95,100,100,100,100,100,91.07,264,40,5,2,1,33,2,347,563,0,0,0,0,0,0,563,41,3,0,0,0,1,0,45,178,8,0,2,0,3,1,192,63,4,0,0,0,0,0,94,7,0,0,0,7,0,882,275,40,8,6,293,12,0,153,97,37,0,6,179,2,0,506,76,1,8,0,69,6,0,258,93,15,0,0,57,4,0,73,30,30,1,0,29,5,0,73.28,80,100,100,0,100,100,73.28,80,100,100,0,100,100,5470,5375,778,744,41,44,534,546,0,0,9,0,4214,4282,184,181,0,0,185,180,56,69,0,0,0,0,0,0,0,0,0,0,85.98,70.27,100,0,100,84.38,100,13,20,4,1,1,20,2,7,12,4,1,1,26,1,154,12,2,0,0,14,1,210,16,2,0,1,14,1,217,31,5,2,1,31,2,36,15,30,3,197,205
14,MANIPUR                                           ,1403,CHURACHANDPUR                                     ,2012-13,271,61,4,0,1,38,0,0,45,56,6,0,0,44,0,0,271,61,2,0,0,38,0,0,45,56,6,0,0,44,0,0,24,1,0,0,0,0,0,25,7,0,0,0,0,0,0,7,0,0,0,0,76.54,98.55,100,0,100,97.59,0,85.34,303,131,10,0,1,83,0,528,209,0,0,0,0,0,0,209,57,12,0,0,0,4,0,73,255,34,0,0,0,5,0,294,75,2,0,0,0,0,0,23,17,2,0,0,11,0,1123,925,154,0,3,779,0,0,588,578,172,0,3,752,0,0,360,151,0,0,0,83,0,0,206,182,2,0,0,134,0,0,50,117,53,0,0,134,0,0,75.96,97.67,50,0,0,100,0,75.96,97.67,50,0,0,100,0,10491,10411,2732,3072,144,137,2658,2984,0,1,0,1,10269,10208,16,19,0,0,0,0,0,0,0,0,25,21,0,0,0,1,0,0,4.4,28.47,100,0,100,61.45,0,12,33,10,0,1,48,0,4,32,9,0,1,62,0,208,59,2,0,0,38,0,228,58,2,0,0,37,0,222,115,10,0,1,77,0,74,38,37,19,209,213
14,MANIPUR                                           ,1407,IMPHAL EAST                                       ,2012-13,268,63,1,3,3,14,28,0,74,58,13,11,1,84,12,0,249,52,1,3,0,10,21,0,55,42,10,9,0,51,11,0,61,0,0,0,1,1,1,64,36,0,0,1,0,0,0,37,0,0,0,0,79.3,96.03,92.86,71.43,100,96.94,92.5,86.38,334,124,14,14,4,98,37,625,1431,0,0,65,0,0,0,1496,54,1,0,3,0,2,2,62,195,31,0,5,0,8,12,251,63,0,0,2,0,0,0,78,20,0,0,1,5,10,1052,911,154,47,14,934,144,0,305,407,167,17,16,746,72,0,312,163,9,16,0,132,72,0,414,340,17,10,4,222,73,0,145,154,77,13,27,280,147,0,81.08,100,0,83.33,33.33,100,100,81.08,100,0,83.33,33.33,95.65,100,10939,11758,2544,2750,147,209,261,1831,6,11,2,8,1107,9042,0,21,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,82.22,84,84.62,46.15,75,86.46,76.92,55,58,12,3,3,78,29,10,38,14,1,3,76,27,204,63,0,1,1,14,28,202,62,0,1,2,14,27,324,120,14,14,4,97,39,151,87,88,28,214,228
14,MANIPUR                                           ,1406,IMPHAL WEST                                       ,2012-13,188,91,3,1,2,10,37,0,52,49,11,8,3,92,15,0,135,47,1,1,0,9,17,0,26,32,3,4,1,49,7,0,25,1,0,0,0,0,0,26,8,0,0,0,0,0,0,8,0,0,0,0,94.26,99.3,100,100,100,97.17,98.08,96.68,238,136,15,9,5,104,51,558,187,0,0,0,0,0,0,187,23,1,0,1,0,0,1,26,182,43,1,7,2,4,27,266,28,2,0,1,0,0,0,117,78,0,0,2,8,26,846,1084,217,33,25,1284,193,0,201,569,220,8,29,1038,107,0,201,161,0,7,0,65,48,0,328,288,32,20,1,256,114,0,86,102,61,7,40,388,116,0,86.15,94.9,0,75,50,68.42,87.76,85.71,94.9,0,75,50,78.95,87.76,6953,8166,2123,2934,47,42,1347,2235,23,24,16,30,4085,6315,60,102,7,7,11,8,17,19,0,0,4,2,1,0,0,5,0,0,78.6,92.2,100,25,100,95.19,87.23,18,41,15,3,5,96,29,9,43,14,0,5,87,38,158,89,0,0,2,8,37,160,90,2,0,2,8,36,237,140,13,9,5,106,50,87,62,52,23,214,220
14,MANIPUR                                           ,1401,SENAPATI                                          ,2012-13,506,50,2,2,1,36,1,0,73,43,22,11,0,49,2,0,506,50,2,2,0,36,1,0,73,43,22,11,0,49,2,0,53,2,0,0,0,0,0,55,36,2,0,0,0,0,0,38,0,0,0,0,99.83,100,100,100,100,100,100,99.88,479,89,25,12,1,77,3,686,970,86,0,0,0,0,0,1056,86,8,0,3,0,1,2,100,325,14,0,5,0,0,1,345,215,0,0,2,0,0,0,223,37,2,0,0,26,0,1983,726,334,48,6,782,11,0,511,288,208,13,6,453,4,0,757,205,24,10,0,133,0,0,552,265,84,19,0,198,4,0,252,129,59,10,12,165,11,0,76.35,100,100,66.67,0,100,50,76.35,98.25,100,66.67,0,100,50,17584,17497,2232,2286,48,100,1517,1801,0,0,1,2,12854,13549,298,185,0,0,125,94,96,74,43,47,8,10,1,0,0,0,1,0,88.76,89.32,80,91.67,100,92.94,100,25,20,19,1,1,43,3,7,27,24,2,1,61,2,311,50,2,0,0,36,1,420,50,2,0,0,35,0,485,97,24,13,1,78,4,119,46,88,29,209,221
14,MANIPUR                                           ,1402,TAMENGLONG                                        ,2012-13,237,51,3,1,1,26,0,0,29,10,1,0,0,15,0,0,237,51,3,1,,25,0,0,29,10,1,0,0,15,0,0,8,0,0,0,0,0,0,8,34,5,0,0,0,0,0,39,0,0,0,0,95.86,93.44,100,100,100,95.12,0,95.45,160,48,3,1,1,31,0,244,957,170,0,0,0,0,0,1127,53,5,0,0,0,4,0,62,157,18,0,0,0,3,0,178,82,4,0,1,0,1,0,91,30,1,0,0,16,0,944,357,52,4,3,330,0,0,198,121,52,4,3,198,0,0,446,175,0,0,0,111,0,0,242,92,0,0,10,83,0,0,83,11,52,0,0,45,0,0,75.57,96.08,100,0,0,96.15,0,76.34,96.08,100,0,0,96.15,0,8390,8308,1214,1371,471,474,1080,1216,18,25,24,17,7883,7803,187,207,0,0,5,4,47,32,16,15,0,0,0,0,0,0,0,0,25.56,16.39,100,0,100,41.46,0,5,4,2,0,1,19,0,1,7,4,0,1,23,0,171,46,3,0,0,24,0,191,50,3,1,1,25,0,205,59,4,1,1,39,0,33,20,47,17,188,193
14,MANIPUR                                           ,1405,THOUBAL                                           ,2012-13,208,79,1,2,4,15,19,0,56,37,3,2,1,74,16,0,168,55,1,2,2,12,12,0,40,23,2,2,0,47,11,0,6,0,0,0,0,0,0,6,24,1,0,0,0,0,1,26,0,0,0,0,100,100,100,100,100,100,100,100,256,140,4,4,5,96,33,538,419,16,0,0,0,0,57,492,91,16,1,3,0,10,10,131,189,32,0,1,0,4,9,235,66,4,0,2,0,0,0,101,49,1,0,1,9,10,805,959,101,15,34,1026,135,0,214,532,100,4,14,771,46,0,176,135,0,6,7,128,68,0,342,253,1,5,23,250,67,0,27,39,0,3,0,39,46,0,74.33,95.35,100,50,75,100,96.97,71.26,95.35,100,50,75,100,87.88,8847,10649,3351,4148,23,69,863,3105,14,19,198,115,2680,9471,198,115,0,0,198,115,0,0,198,115,4,25,0,0,0,8,1,0,73.31,86.43,75,66.67,100,95.79,71.43,24,61,3,0,4,72,16,3,51,4,0,5,71,16,142,75,1,0,3,15,19,143,76,1,0,3,15,19,257,139,4,4,5,97,36,106,70,77,48,213,222
14,MANIPUR                                           ,1408,UKHRUL                                            ,2012-13,237,25,4,4,0,44,2,0,39,37,7,1,0,25,1,0,237,24,4,4,0,44,2,0,39,37,7,1,0,25,1,0,14,0,0,0,0,0,0,14,31,4,0,0,0,1,0,36,0,0,0,0,100,100,100,100,0,100,100,100,139,46,9,5,0,44,2,245,680,86,0,0,0,31,0,797,33,3,0,2,0,4,2,44,153,14,0,0,0,6,1,174,64,1,0,2,0,0,0,156,20,3,2,0,41,1,1147,531,145,21,0,649,11,0,181,147,102,0,0,271,3,0,563,218,22,3,0,182,0,0,290,116,16,10,0,205,4,0,97,75,17,4,0,120,10,0,78.73,84.62,100,60,0,100,100,78.36,84.62,100,60,0,100,100,8952,8895,1894,1929,545,589,1726,1830,1,2,2,0,8034,7931,181,176,0,0,0,0,40,50,0,0,0,0,0,0,0,0,0,0,85.87,85.48,100,100,0,91.3,100,4,26,10,0,0,26,0,4,29,10,0,0,42,1,177,23,4,2,0,44,2,198,21,4,2,0,42,2,222,56,10,5,0,63,2,32,17,34,10,200,217
17,MEGHALAYA                                         ,1702,EAST GARO HILLS                                   ,2012-13,806,0,0,271,4,0,0,0,286,11,1,85,4,10,8,0,754,0,0,252,1,0,0,0,270,9,0,74,3,5,4,0,186,0,0,3,0,0,0,189,104,0,0,0,0,0,0,104,0,0,0,0,47.44,72.73,100,43.26,100,90,75,47.38,705,10,1,207,8,10,8,949,3094,0,0,0,0,0,0,3094,347,1,0,98,1,0,1,448,780,0,0,265,0,0,0,1045,134,0,0,198,0,0,0,539,0,0,137,0,0,0,2656,85,15,1017,55,98,41,0,1500,57,12,734,31,83,18,0,418,2,1,111,8,2,7,0,741,26,2,172,16,13,16,0,461,6,0,224,9,14,3,0,77.64,66.67,0,82.57,28.57,25,25,89.55,66.67,100,90.57,28.57,75,50,28344,22087,7313,7685,370,318,13,16,87,134,47,41,13,14,47,54,34,39,0,4,3,9,2,6,0,0,0,0,0,0,0,0,48.03,72.73,100,43.14,100,90,62.5,52,6,1,56,8,10,7,23,2,1,48,8,10,3,776,0,0,246,0,0,0,796,0,0,264,0,0,0,711,10,1,259,8,10,7,183,41,197,16,185,191
17,MEGHALAYA                                         ,1706,EAST KHASI HILLS                                  ,2012-13,585,6,4,526,0,1,4,0,957,38,11,131,23,40,43,0,578,4,0,494,0,0,2,0,877,26,5,118,7,29,24,0,177,2,0,17,0,0,0,196,122,0,0,4,0,0,0,126,0,0,0,0,54.86,60.47,100,53.89,94.74,85,93.62,56.54,1041,30,14,413,23,34,40,1595,4645,0,0,118,0,0,0,4763,142,1,0,29,0,0,2,174,898,8,0,443,0,6,5,1360,121,0,0,251,0,0,1,382,5,0,275,0,0,2,5305,344,178,2005,158,379,180,0,2610,204,168,1157,135,322,133,0,1011,38,6,274,9,4,14,0,1703,102,4,576,14,53,33,0,808,30,53,370,22,78,77,0,83.95,71.43,25,79.21,100,0,50,92.93,85.71,0,91.43,100,0,68.75,36589,35331,16115,18467,833,827,7,9,183,183,148,129,48,39,306,345,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,54.86,59.09,92.31,53.29,94.12,85,90.91,398,28,15,295,22,38,41,92,17,15,142,22,29,33,566,5,0,435,0,0,1,581,6,3,515,0,1,3,1154,41,15,533,23,41,45,275,121,345,45,194,202
17,MEGHALAYA                                         ,1707,JAINTIA HILLS                                     ,2012-13,863,2,0,286,4,1,2,0,328,15,2,80,1,2,9,0,846,1,0,269,1,0,2,0,308,14,1,73,0,0,8,0,319,0,0,26,0,0,0,345,127,0,0,4,0,0,0,131,0,0,0,0,39.32,45.83,100,39.62,100,100,90.91,40.14,372,9,2,117,3,3,8,514,2599,0,0,117,0,0,0,2716,86,1,0,16,0,0,0,103,898,2,0,242,0,0,2,1144,451,0,0,213,0,0,0,504,2,0,153,0,0,1,3374,196,28,1149,32,30,41,0,1993,125,28,734,21,30,25,0,532,2,0,116,0,0,8,0,866,69,0,299,11,0,8,0,105,10,0,144,1,8,7,0,77.29,100,0,76.77,0,0,25,91.78,100,0,92.92,0,0,50,21238,22953,6993,9580,280,235,131,100,22,40,13,38,0,0,185,199,0,0,131,100,1,1,0,0,69,7,0,1,0,0,0,0,47.54,45.83,100,51.23,100,100,81.82,129,14,2,116,5,3,10,16,7,2,80,4,3,6,844,2,0,268,0,0,1,851,2,0,284,1,0,1,838,20,2,266,5,3,10,231,44,184,17,197,205
17,MEGHALAYA                                         ,1705,RI BHOI                                           ,2012-13,465,1,2,185,1,0,1,0,307,18,0,101,0,6,6,0,458,1,1,179,0,0,1,0,301,18,0,100,0,6,6,0,78,0,0,6,0,0,0,84,41,0,0,0,0,0,0,41,0,0,0,0,98.7,100,100,99.65,100,100,100,98.99,432,12,1,180,1,6,6,638,1831,0,0,0,0,0,0,1831,168,0,0,22,0,0,0,190,444,8,0,197,0,0,1,650,111,1,0,101,0,0,0,264,0,0,94,0,0,0,2509,125,13,1140,8,49,44,0,1157,76,12,637,8,30,19,0,587,24,0,162,0,9,8,0,790,25,1,344,0,13,17,0,74,5,15,71,0,7,18,0,69.33,50,0,62.26,0,0,50,87.95,50,0,82.26,0,0,50,16983,16602,5934,7028,65,54,48,65,56,66,82,63,17,22,61,76,35,36,48,65,0,0,0,0,0,0,0,0,0,0,0,0,97.8,100,100,98.25,100,100,100,102,7,2,91,1,5,5,51,4,1,77,1,5,6,446,0,0,149,0,0,0,446,1,0,175,0,0,0,339,14,2,155,1,6,5,124,30,222,27,196,207
17,MEGHALAYA                                         ,1703,SOUTH GARO HILLS                                  ,2012-13,536,0,0,236,0,0,0,0,163,3,0,59,0,1,4,0,525,0,0,230,0,0,0,0,157,2,0,53,0,0,4,0,98,0,0,13,0,0,0,111,77,0,0,2,0,0,0,79,0,0,0,0,32.1,66.67,0,36.27,0,0,25,33.37,572,2,0,230,0,1,4,809,2546,0,0,52,0,0,0,2598,262,0,0,67,0,0,1,330,520,0,0,234,0,0,1,755,190,0,0,184,0,0,0,391,0,0,98,0,0,0,1660,23,0,877,0,7,12,0,911,13,0,658,0,4,5,0,347,10,0,78,0,3,5,0,404,0,0,141,0,0,2,0,71,0,0,45,0,0,0,0,94.5,0,0,94.18,0,0,66.67,96.79,0,0,94.52,0,0,66.67,13644,13356,5283,5218,52,52,5,8,104,99,0,0,5,7,0,0,25,23,16,4,0,0,0,0,2,0,0,0,0,0,0,0,38.09,66.67,0,46.6,0,0,25,15,0,0,46,0,1,1,6,0,0,20,0,1,0,526,0,0,192,0,0,0,521,0,0,225,0,0,0,301,3,0,153,0,0,3,108,12,130,2,202,211
17,MEGHALAYA                                         ,1701,WEST GARO HILLS                                   ,2012-13,1427,0,0,426,2,0,0,0,517,30,0,260,8,10,21,0,1365,0,0,408,1,0,0,0,473,30,0,238,6,5,12,0,694,1,0,94,0,0,0,789,219,0,0,0,0,0,0,219,0,0,0,0,34.4,26.67,0,27.26,90,80,60,33.06,1266,18,0,408,10,8,18,1728,7173,0,0,0,0,0,0,7173,582,1,0,175,1,0,1,760,1221,4,0,373,0,1,0,1599,342,0,0,360,0,0,0,1057,0,0,195,0,0,0,4134,220,0,1877,56,79,103,0,1713,85,0,1001,45,36,62,0,1069,46,0,415,0,4,26,0,1360,89,0,461,11,39,15,0,229,11,0,153,77,19,9,0,55.67,0,0,51.56,0,100,15.38,91.64,100,0,87.48,10,100,23.08,38306,37710,16693,17306,691,661,144,129,141,125,3,56,5,7,317,351,0,0,0,50,14,18,146,131,0,0,0,0,0,0,0,0,34.57,23.33,0,27.49,90,80,57.89,90,8,0,141,10,8,18,42,6,0,67,9,4,12,1420,0,0,324,0,0,0,1128,0,0,311,0,0,0,760,24,0,341,9,9,17,748,149,471,28,184,187
17,MEGHALAYA                                         ,1704,WEST KHASI HILLS                                  ,2012-13,741,0,0,460,3,0,2,0,1106,6,1,210,2,0,16,0,705,0,0,429,1,0,2,0,1043,5,1,186,0,0,15,0,498,0,0,56,0,0,0,554,223,0,0,3,0,0,0,226,0,0,0,0,31.33,33.33,100,25.37,80,0,44.44,29.98,1039,3,1,314,5,0,12,1374,6454,0,0,39,0,0,0,6493,393,1,0,73,0,0,1,468,1361,1,0,528,0,0,3,1893,95,0,0,280,0,0,0,380,0,0,164,0,0,1,4838,27,8,1959,42,0,82,0,1770,6,5,997,26,0,36,0,1020,2,0,282,0,0,14,0,2065,19,3,686,16,0,32,0,205,0,0,165,0,0,21,0,58.8,100,0,64.3,0,0,46.15,85.18,100,0,84.2,0,0,61.54,30427,29749,10192,11864,352,358,101,113,77,78,91,111,135,119,281,303,0,0,67,74,0,0,0,0,1,0,0,0,0,0,0,0,30.95,33.33,100,23.99,80,0,33.33,136,2,1,177,4,0,12,28,0,1,62,4,,7,642,0,0,354,0,0,1,610,0,0,385,1,0,2,639,4,1,273,5,0,16,340,50,294,25,194,199
15,MIZORAM                                           ,1503,AIZAWL                                            ,2012-13,283,57,0,225,0,0,0,0,18,109,0,16,0,0,0,0,128,29,0,97,0,0,0,0,6,18,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,8,0,0,0,0,100,100,0,100,0,0,0,100,293,156,0,236,0,0,0,685,323,0,0,20,0,0,0,343,14,1,0,16,0,0,0,31,182,4,0,88,0,0,0,274,15,19,0,29,0,0,0,273,4,0,218,0,0,0,1356,1657,0,990,0,0,0,0,597,1337,0,597,0,0,0,0,283,104,0,95,0,0,0,0,467,237,0,301,0,0,0,0,35,17,0,25,0,0,0,0,95.5,7.02,0,95.34,0,0,0,95.5,7.02,0,97.88,0,0,0,8545,8421,7607,7593,443,414,3936,3833,303,271,1604,1694,4446,4292,230,213,262,252,25,0,3,3,27,15,2,0,0,0,0,0,0,0,73.84,54.22,0,74.48,0,0,0,182,142,0,184,0,0,0,51,120,0,128,0,0,0,274,5,0,221,0,0,0,265,6,0,212,0,0,0,303,166,0,241,0,0,0,70,59,61,29,210,210
15,MIZORAM                                           ,1504,CHAMPHAI                                          ,2012-13,157,31,0,125,0,0,0,0,6,27,0,1,0,0,0,0,120,21,0,95,0,0,0,0,6,13,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,97.55,77.97,0,100,0,0,0,95.11,156,44,0,125,0,0,0,325,0,0,0,0,0,0,0,0,13,2,0,3,0,0,0,18,48,4,0,31,0,0,0,83,10,12,0,16,0,0,0,150,3,0,123,0,0,0,699,517,0,512,0,0,0,0,353,241,0,332,0,0,0,0,150,77,0,52,0,0,0,0,203,194,0,109,0,0,0,0,8,12,0,5,0,0,0,0,96.82,0,0,99.2,0,0,0,94.27,0,0,96,0,0,0,5759,5383,4481,5174,2987,2758,2332,2234,51,108,371,412,2618,2415,2246,2219,0,0,0,40,0,6,0,0,0,1,0,0,0,0,0,0,3.07,38.98,0,1.59,0,0,0,88,32,0,95,0,0,0,28,31,0,54,0,0,0,152,3,0,124,0,0,0,151,10,0,124,0,0,0,161,59,0,126,0,0,0,25,17,29,3,186,186
15,MIZORAM                                           ,1502,KOLASIB                                           ,2012-13,94,0,0,73,0,0,0,0,29,22,0,13,0,0,0,0,64,0,0,45,0,0,0,0,17,15,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,100,100,0,100,0,0,0,100,114,20,0,79,0,0,0,213,726,0,0,0,0,0,0,726,7,1,0,9,0,0,0,17,23,6,0,15,0,0,0,44,17,0,0,22,0,0,0,94,0,0,66,0,0,0,542,159,0,344,0,0,0,0,246,85,0,199,0,0,0,0,78,19,0,25,0,0,0,0,206,48,0,102,0,0,0,0,66,7,0,46,0,0,0,0,100,0,0,98.63,0,0,0,100,0,0,94.52,0,0,0,3536,3167,2827,2650,3,3,2383,2244,3,4,478,441,3265,2946,45,53,5,0,32,45,0,0,0,0,0,0,0,0,0,0,0,0,8.13,50,0,6.98,0,0,0,76,15,0,66,0,0,0,17,9,0,48,0,0,0,94,0,0,72,0,0,0,92,0,0,72,0,0,0,123,22,0,86,0,0,0,36,13,38,2,226,226
15,MIZORAM                                           ,1507,LAWNGTLAI                                         ,2012-13,249,10,0,139,0,0,0,0,5,20,0,5,0,0,0,0,234,8,0,131,0,0,0,0,4,14,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,100,96.67,0,100,0,0,0,99.77,198,27,0,108,0,0,0,333,139,0,0,0,0,0,0,139,114,1,0,47,0,0,0,162,91,4,0,76,0,0,0,171,41,4,0,52,0,0,0,238,4,0,133,0,0,0,1027,276,0,558,0,0,0,0,697,201,0,350,0,0,0,0,80,0,0,36,0,0,0,0,281,71,0,156,0,0,0,0,122,14,0,60,0,0,0,0,89.6,10,0,98.57,0,0,0,87.6,10,0,95,0,0,0,8449,7081,3862,3267,0,0,3805,3284,0,0,0,0,8242,6997,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39,26.67,0,2.78,0,0,0,44,18,0,30,0,0,0,7,16,0,25,0,0,0,244,6,0,138,0,0,0,222,2,0,136,0,0,0,250,30,0,138,0,0,0,27,7,21,3,198,198
15,MIZORAM                                           ,1506,LUNGLEI                                           ,2012-13,304,1,14,195,0,0,0,9,66,9,0,60,0,0,0,0,257,1,0,130,0,0,0,0,33,5,0,30,0,0,0,0,14,0,0,0,0,0,0,14,8,0,0,2,0,0,0,10,0,0,0,0,91.58,100,0,93.78,0,0,0,92.38,347,9,0,210,0,0,0,566,294,0,0,26,0,0,0,320,74,0,0,15,0,0,0,89,152,1,14,148,0,0,0,324,59,0,0,37,0,0,0,271,0,0,148,0,0,0,1484,61,0,889,0,0,0,0,444,54,0,405,0,0,0,0,550,9,0,190,0,0,0,0,533,2,0,326,0,0,0,0,25,0,0,37,0,0,0,0,80.59,100,0,77.36,0,0,0,81.25,100,0,77.83,0,0,0,8365,7559,5394,5007,1,1,4249,4075,3,2,184,165,5011,4546,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10.05,20,0,15.11,0,0,0,107,5,0,93,0,0,0,47,6,0,68,0,0,0,295,1,0,160,0,0,0,256,1,0,147,0,0,0,368,10,14,225,0,0,0,40,8,53,1,209,211
15,MIZORAM                                           ,1501,MAMIT                                             ,2012-13,156,13,0,102,0,0,0,0,2,4,0,1,0,0,0,0,142,12,0,90,0,0,0,0,2,4,0,1,0,0,0,0,1,0,0,1,0,0,0,2,21,0,0,1,0,0,0,22,0,0,0,0,98.1,88.24,0,99.01,0,0,0,97.83,129,16,0,88,0,0,0,233,1425,0,0,46,0,0,0,1471,41,0,0,13,0,0,0,54,56,5,0,45,0,0,0,106,50,6,0,39,0,0,0,133,5,0,87,0,0,0,659,132,0,401,0,0,0,0,251,56,0,239,0,0,0,0,165,22,0,35,0,0,0,0,257,53,0,118,0,0,0,0,13,3,0,6,0,0,0,0,89.81,0,0,98.06,0,0,0,89.81,0,0,98.06,0,0,0,5575,4752,3139,2456,1054,900,426,375,1,1,58,57,567,554,745,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.09,17.65,0,31.37,0,0,0,70,10,0,56,0,0,0,10,7,0,47,0,0,0,155,6,0,101,0,0,0,148,5,0,99,0,0,0,158,17,0,103,0,0,0,36,9,67,2,205,208
